stars,text,clean_text
5,"Terlalu banyak pungutan, saran diatur biar turis asing tidak banyak kena scam, agar lebih baik buat nama baik tempat ini",terlalu banyak pungutan saran diatur biar turis asing tidak banyak kena scam agar lebih baik buat nama baik tempat ini
1,Masih banyak preman pungutan liar,masih banyak preman pungutan liar
4,"Tempat nya bagus u/ foto, hanya jika musim kemarau kolam goa pote nya kering",tempat nya bagus kamu foto hanya jika musim kemarau kolam goa pote nya kering
1,Debunya banyak banget sebaiknya pakai masker klau kesini lebih baik saat musim hujan ke bukit ini,debunya banyak sekali sebaiknya pakai masker kalau kesini lebih baik saat musim hujan ke bukit ini
4,Bagus.. Cm panasnya. ☺️,bagus cm panasnya
5,Nice👍🏻,baik
2,The dust distrubs my looking,sebuah dust distrubs punyaku looking
4,lumayan,lumayan
3,"Panas dan berdebu...sebelum kesana baiknya siapkan masker, kacamata, topi dan payung...mohon retribusi biaya masuk jgn terlalu banyak",panas dan berdebusebelum kesana baiknya siapkan masker kacamata topi dan payungmohon retribusi biaya masuk jangan terlalu banyak
2,It is one of the worst tourist attraction I've ever visited,it adalah satu of sebuah worst tourist attraction ive ever visited
5,Tempat Wisata bukit Kapur JEDDI MADURA INDONESIA,tempat wisata bukit kapur jeddi madura indonesia
4,"Tempat bagus, cuman hawa disana sangat panas tidak di sarankan saat jam 12 ke atas",tempat bagus hanya hawa disana sangat panas tidak di sarankan saat jam ke atas
2,Terlalu banyak tarikan retribusi,terlalu banyak tarikan retribusi
2,kurang nya rambu rambu petunjuk... dan banyak preman yg minta di sepanjang jalan,kurang nya rambu rambu petunjuk dan banyak preman yang minta di sepanjang jalan
4,"Pas kesini air kering, jadi ga mantep",pas kesini air kering jadi tidak mantap
4,Top bgt lah... Keren...,top sekali lah keren
5,Mantab,mantab
4,good view but really hot in summer,good view but benar hot di summer
5,"Lokasi sangat bagus, tapi pengelolaan masih kacau",lokasi sangat bagus tapi pengelolaan masih kacau
3,"Kurang bagus, kurang penataan",kurang bagus kurang penataan
5,"Ok sih, tp baiknya bawa kacamata anti uv biar nggak silau yes",ok sih tapi baiknya bawa kacamata anti uv biar tidak silau iya
1,Gersang panas dan banyak debu kapurnya,gersang panas dan banyak debu kapurnya
1,"Pintu masuk depan bayar, mau masuk danau bayar lagi mana danau nya kering. Debunya banyak, kasian anak aku. Gak lagi lah kesana",pintu masuk depan bayar mau masuk danau bayar lagi mana danau nya kering debunya banyak kasihan anak aku tidak lagi lah kesana
4,"Tolong utk Pemda setempat agar lebih memperhatikan kenyamanan pengunjung dari preman² disana. Sayang bgt, tempat sebagus itu masih ada oknum yg primitif",tolong untuk pemda setempat agar lebih memperhatikan kenyamanan pengunjung dari preman disana sayang sekali tempat sebagus itu masih ada oknum yang primitif
5,Sangat mengesankan..tencuuu ''Madura'' & (Bukit Kapur Jaddih) salah satu surga dunia . 😍,sangat mengesankantencuuu madura bukit kapur jaddih salah satu surga dunia
3,"Tempatnya lumayan panas, tapi bisa cepat teratasi jika mampir di kolam renang yg ada di area Bukit Jadih..murah tiketnya...pemandangan lumayan bagus, perlu penataan lagi...hati2 truk pengangkut batu kapur, waktu kesana..masih ada yg lewat...debu jg beterbangan..siapkan topi/payung dan juga pakai masker, agar tdk kepanasan dan nenghirup debu...silahkan yg akan berwisata, tdk terlalu jauh dari jembatan Suramadu...☺",tempatnya lumayan panas tapi bisa cepat teratasi jika mampir di kolam renang yang ada di area bukit jadihmurah tiketnyapemandangan lumayan bagus perlu penataan lagihati truk pengangkut batu kapur waktu kesanamasih ada yang lewatdebu juga beterbangansiapkan topipayung dan juga pakai masker agar tidak kepanasan dan nenghirup debusilahkan yang akan berwisata tidak terlalu jauh dari jembatan suramadu
5,Sebetulnya lokasinya cukup indah namun sayang tanda2 ke lokasi kurang jelas,sebetulnya lokasinya cukup indah namun sayang tanda ke lokasi kurang jelas
5,"Meskipun cuaca sangat panas, tapi melihat view gunung kapur yg indah buat dijadikan spot foto, rasanya terbayarkan. Sayangnya, pas kesana kmrin danaunya mengering. Jadi gabisa naik perahu. Tapi it's oke still happy😁",meskipun cuaca sangat panas tapi melihat view gunung kapur yang indah buat dijadikan titik foto rasanya terbayarkan sayangnya pas kesana kmrin danaunya mengering jadi gabisa naik perahu tapi its oke still senang
4,"Bagus lagi kalau musim hujan, ada danaunya..",bagus lagi kalau musim hujan ada danaunya
4,Panas nya daerah bukit kapur,panas nya daerah bukit kapur
5,Unik aja,unik saja
5,Tempatnya Mantul,tempatnya mantul
5,"like ancient temple, actually ex-mine of limestone. good place for family holiday. the place is quiet hot during noon, many dusty, and consider an access. don;t surprise if you found several times people as for entry ticket.",suka ancient temple actually exmine of limestone good place untuk family holiday sebuah place adalah quiet hot during noon many dusty dan consider an access jangan surprise if kamu found several times orang sebagai untuk entry ticket
5,Goood,goood
5,nos,nos
3,Wiata alam yang unik karena terbentuk dari bukit kapur,wiata alam yang unik karena terbentuk dari bukit kapur
3,"pada dasarnya bagus, namun masih perlu banyak perbaikan dan pengembangan",pada dasarnya bagus namun masih perlu banyak perbaikan dan pengembangan
4,Tempat nya sangat panas saat siang hari. Usahakan memakai kacamata dan sunblock saat kesana,tempat nya sangat panas saat siang hari usahakan memakai kacamata dan sunblock saat kesana
5,"Sediakan payung/topi spya tdk terlalu panas..bagus buat yg suka foto"" efek cahayanya sempurrnaaa..😆",sediakan payungtopi spya tidak terlalu panasbagus buat yang suka foto efek cahayanya sempurrnaaa
3,Kalau musim kemarau harus mikir dulu..buat ke sana.   .panas sama debunya yg gak kuat.....,kalau musim kemarau harus mikir dulubuat ke sana panas sama debunya yang tidak kuat
4,"Indah pemandangan nya, buat yg suka selfie",indah pemandangan nya buat yang suka selfie
5,Menyenangkan,menyenangkan
5,Destinasi wisata yg recomended..,destinasi wisata yang recomended
5,Mantaap,mantaap
4,Panaaaaas bgt,panaaaaas sekali
5,Tempat sport foto bagus,tempat sport foto bagus
1,"Mengecewakan 👎🏻👎🏻👎🏻👎🏻👎🏻 banyak pungutan liar !!!! Ati2.,,,",mengecewakan banyak pungutan liar ati
4,"Tempatnya kalo hari biasa sepi , tp kalo idealnya diatas jam 12 soalnya matahari sudah di barat jadi tidak terlalu panas
Tiket masuk mobil 20rb dan motor 10rb
Untuk ke goa pote ditambah lagi per orang 5rb",tempatnya kalau hari biasa sepi tapi kalau idealnya diatas jam soalnya matahari sudah di barat jadi tidak terlalu panas tiket masuk mobil rb dan motor rb untuk ke goa pote ditambah lagi per orang rb
5,Fabolous!,fabolous
5,Sdh lbh bagus dr sebelumnya,sdh lebih bagus dari sebelumnya
5,Tidak biru lqgi warna danaunya,tidak biru lqgi warna danaunya
5,Bukit salju di indonesia?,bukit salju di indonesia
4,Tempat wisata Bangkalan yg terkenal....,tempat wisata bangkalan yang terkenal
3,Kalau bisa tiket masuknya satu pintu aja jadi gak terkesan seperti pungli liar... Soalnya terlalu banyak tarikan karcis jadinya org nggak akan kesana lagi,kalau bisa tiket masuknya satu pintu saja jadi tidak terkesan seperti pungli liar soalnya terlalu banyak tarikan karcis jadinya orang tidak akan kesana lagi
5,sangat indah .. bila sudah ramai pasti juga bakal terawat lagi dan fasilitas akan lebih banyak lagi,sangat indah bila sudah ramai pasti juga akan terawat lagi dan fasilitas akan lebih banyak lagi
3,"Merupakan daerah tambang batu kapur yang juga dimanfaatkan sebagai obyek wisata.
Pengelolaan oleh pemerintah masih sangat minim, akses jalannya sulit dan banyak pungutan tidak resmi.
Proses pertambangan masih berjalan sampai sekarang karena itu harus hati-hati dan jangan lupa untuk menggunakan masker.

It's a limestone quarry that also function as tourism site.
There's not much to see but it is a good enough for photo spot.
No properly road access yet and the ticketing is quite expensive.",merupakan daerah tambang batu kapur yang juga dimanfaatkan sebagai obyek wisata pengelolaan oleh pemerintah masih sangat minim akses jalannya sulit dan banyak pungutan tidak resmi proses pertambangan masih berjalan sampai sekarang karena itu harus hatihati dan jangan lupa untuk menggunakan masker its a limestone quarry itu juga function sebagai tourism site theres tidak much ke lihat but it adalah a good enough untuk foto titik no properly road access yet dan sebuah ticketing adalah quite expensive
3,Bagus tapi sayang warga kurang mendukung atau kurang sadar wisata,bagus tapi sayang warga kurang mendukung atau kurang sadar wisata
4,Cakeeeppp walopun berdebu. Tp fotogenic banget yah. Recommended.,cakeeeppp walau berdebu tapi fotogenic sekali yah recommended
5,Bukit Jaddih di Madura...serasa kembaran tebing breksi Prambanan...,bukit jaddih di maduraserasa kembaran tebing breksi prambanan
5,"I just came here first, although to reach the location is rather difficult, once you get to the location you will be amazed by its beauty, as if this place is not in Madura. white limestone walls with a small lake this place is extraordinarily beautiful. You can ride a boat on the lake, and don't forget to take photos because the spots are very good.",i just came sini pertama although ke reach sebuah location adalah rather difficult once kamu get ke sebuah location kamu akan be amazed dari its beauty sebagai if this place adalah tidak di madura white limestone walls dengan a small lake this place adalah extraordinarily beautiful kamu dapat ride a boat nyala sebuah lake dan jangan forget ke ambil photos karena sebuah spots are sangat good
5,tempat bagus u spot selfie,tempat bagus kamu titik selfie
2,Medannya extrim,medannya extrim
3,Masih belum selesai pembangunan nya.,masih belum selesai pembangunan nya
3,Masih ada pungli,masih ada pungli
3,Lebih dateng pas musim ujan. Krn kalo musim kemarau sangat berdebu,lebih dateng pas musim hujan karena kalau musim kemarau sangat berdebu
5,Goa pote,goa pote
5,Kalau siang hari panasnya poll....di sarankan agak sore atau pagi sekali.....,kalau siang hari panasnya polldi sarankan agak sore atau pagi sekali
5,A must visit place in madura island. Best place for instagramable photos . spend around 40k and have a best pic 😉,a must visit place di madura island terbaik place untuk instagramable photos spend around k dan punya a terbaik pic
4,"Baru pertama kali tempatnya cukup jauh dari Kota Surabaya, berhati-hati dengan map google titik lokasinya salah, makanya kemarin tanya ke orang desa atau kampung bicaranya tidak begitu jelas, tempatnya tidak memiliki tanda papan nama wisatanya di jalan raya kecil, tepat masuknya pertigaan jalan pasir pas samping Makam Islam Jaddih. Masuknya yang pertama ada orang ingin bayar sukarela dan kedua tiket masuknya bayar kendaraan dan perorangan dan ketiga bayar lagi parkir kendaraan saja, semuanya seperti pungutan liar atau pungli dan berhati-hatilah dengan mereka. Tempatnya cukup menarik, udara panas dan berdebu.",baru pertama kali tempatnya cukup jauh dari kota surabaya berhatihati dengan map google titik lokasinya salah makanya kemarin tanya ke orang desa atau kampung bicaranya tidak begitu jelas tempatnya tidak memiliki tanda papan nama wisatanya di jalan raya kecil tepat masuknya pertigaan jalan pasir pas samping makam islam jaddih masuknya yang pertama ada orang ingin bayar sukarela dan kedua tiket masuknya bayar kendaraan dan perorangan dan ketiga bayar lagi parkir kendaraan saja semuanya seperti pungutan liar atau pungli dan berhatihatilah dengan mereka tempatnya cukup menarik udara panas dan berdebu
3,Panas n airnya sudah keruh,panas n airnya sudah keruh
5,Kalau mau kesini jangan lupa bawa kacamata dan masker,kalau mau kesini jangan lupa bawa kacamata dan masker
5,Keren,keren
4,Bagus untuk foto2. Tapi panas banget.,bagus untuk foto tapi panas sekali
1,tempat rekreasi akibat tambang kapur,tempat rekreasi akibat tambang kapur
3,banyak pungli,banyak pungli
1,Tidak layak,tidak layak
2,"Tidak termanage dengan baik , tiket masuk bayar 2x ... fasilitas minim, bagi penghobi Selfi sangat bagus ,banyak sport foto",tidak termanage dengan baik tiket masuk bayar x fasilitas minim bagi penghobi selfi sangat bagus banyak sport foto
3,"Bagus..., tapi agak mendebarkan....
Tidak ada pagar pengaman untuk pengunjung yang berada di atas...",bagus tapi agak mendebarkan tidak ada pagar pengaman untuk pengunjung yang berada di atas
4,"Bagus, tapi banyak portal uang nya",bagus tapi banyak portal uang nya
4,"Wisata alam grand canyon nya Indonesia. Tersedia parkir,cafe, warung kecil, kolam renang, kamar mandi dan lainnya..Namun sayang belum dibangun mushola, yang ada tempat lenggang dengan tikar seadanya numpang di lapak. Pengunjung bisa selfie,renang, naik perahu, makan makan, bakar kalori naik turun tangga dan menyusuri gua gua batu juga..jalan sudah bagus diaspal cuman ada gang masuk yang masih menggunakan jalan tanah. Jangan lupa kalo main ke sini bawa masker..soalnya pas kemarau debu nya banyak banget euy (bersebelahan dengan tambang rakyat)..",wisata alam grand canyon nya indonesia tersedia parkircafe warung kecil kolam renang kamar mandi dan lainnyanamun sayang belum dibangun mushola yang ada tempat lenggang dengan tikar seadanya numpang di lapak pengunjung bisa selfierenang naik perahu makan makan bakar kalori naik turun tangga dan menyusuri aku aku batu jugajalan sudah bagus diaspal hanya ada gang masuk yang masih menggunakan jalan tanah jangan lupa kalau main ke sini bawa maskersoalnya pas kemarau debu nya banyak sekali euy bersebelahan dengan tambang rakyat
4,Pengelolaannya agar lebih maksimal agar lebih nyaman,pengelolaannya agar lebih maksimal agar lebih nyaman
5,The view from top was wonderful,sebuah view from top was wonderful
4,lumayan bagus tp masih banyak kekurangan. ada kolam renangnya juga.,lumayan bagus tapi masih banyak kekurangan ada kolam renangnya juga
1,Panas. Dan mahal tiket nya. Masa disuruh bayar 2 kali. 2 org 40rb . Tempat nya mengecewakan. Parahh,panas dan mahal tiket nya masa disuruh bayar kali orang rb tempat nya mengecewakan parahh
3,danaunya warna coklat :(,danaunya warna coklat
5,Bagus,bagus
5,"Lokasinya sendiri cukup menarik, meskipun jalan masuk agak susah karena masih asli juga sangat berdebu dan petunjuk ke lokasi masih sederhana. Untuk pesepeda seperti saya gak usah parkir tapi bisa bawa masuk sepeda ke dalam.",lokasinya sendiri cukup menarik meskipun jalan masuk agak susah karena masih asli juga sangat berdebu dan petunjuk ke lokasi masih sederhana untuk pesepeda seperti aku tidak usah parkir tapi bisa bawa masuk sepeda ke dalam
2,Not good palace,tidak good palace
4,"Wisata alami, pemandangan yang berbeda dibanding dengan lain",wisata alami pemandangan yang berbeda dibanding dengan lain
4,"Tempat nya bagus, udara nya enak berangin, yang gatahan panas nya sama debu banget, karena masih banyak konstruksi goa pote nya. Dan banyak pekerja mengambil batu kapur nya.",tempat nya bagus udara nya enak berangin yang gatahan panas nya sama debu sekali karena masih banyak konstruksi goa pote nya dan banyak pekerja mengambil batu kapur nya
5,Nice landscape,baik landscape
4,Semakin bagus semakin ditata ...tapi musim kemarau kurang pas ke sana. Air kolam kering dan gak biru ...akses masuk berdebu banget.,semakin bagus semakin ditata tapi musim kemarau kurang pas ke sana air kolam kering dan tidak biru akses masuk berdebu sekali
5,Place to relax,place ke relax
5,Meski tempatnya terlihat gersang dan panas tetapi memiliki keindahannya tersendiri. Layak untuk dijadikan destinasi tujuan wisata,meski tempatnya terlihat gersang dan panas tetapi memiliki keindahannya tersendiri layak untuk dijadikan destinasi tujuan wisata
5,Buat instagram,buat instagram
5,"Wisata bukit Jaddhih adalah tempat wisata yang unik dan tidak biasa. Dikatakan tidak biasa karena memang bukan merupakan pegunungan pada umumnya. Kita bisa menikmati pemandangan yang luar biasa dati atas gunung gamping yang semakin terlihat indah setelah diambil dan diolah ini.Di tempat ini juga disediakan kolam renang yang besar dan bersih. Jadi setelah puas mengitari bukit putih, kita bisa berenang sepuasnya.",wisata bukit jaddhih adalah tempat wisata yang unik dan tidak biasa dikatakan tidak biasa karena memang bukan merupakan pegunungan pada umumnya kita bisa menikmati pemandangan yang luar biasa dati atas gunung gamping yang semakin terlihat indah setelah diambil dan diolah inidi tempat ini juga disediakan kolam renang yang besar dan bersih jadi setelah puas mengitari bukit putih kita bisa berenang sepuasnya
4,Jaddih Hill Madura... kereennn,jaddih hill madura kereennn
4,"Banyak sekali pemalakan di daerah ini, hati-hati gaiss",banyak sekali pemalakan di daerah ini hatihati gaiss
1,Kondisi air danaunya kotor.,kondisi air danaunya kotor
5,"kesini pertama kali bareng sama calon istri, dan konon masih rawan begal pada saat itu, tapi entah kenapa pas kesana pakai motor plat jawa tengah malah diajak ngobrol sama (mungkin calon) begal.. ngobrol lokasi pelarian begal madura di kota saya tinggal, dan mereka malah senyum senyum saja.. aman sampai pulang lagi ke surabaya",kesini pertama kali bareng sama calon istri dan konon masih rawan begal pada saat itu tapi entah kenapa pas kesana pakai motor plat jawa tengah malah diajak ngobrol sama mungkin calon begal ngobrol lokasi pelarian begal madura di kota aku tinggal dan mereka malah senyum senyum saja aman sampai pulang lagi ke surabaya
4,Sayank kalau musim kemarau airnya berkurang,sayank kalau musim kemarau airnya berkurang
5,"Tempat lumayan bagus...akses jalan lumayan memadai, walaupun mngkin msh perlu pengaspalan di bberapa titik menuju lokasi...",tempat lumayan bagusakses jalan lumayan memadai walaupun mungkin masih perlu pengaspalan di bberapa titik menuju lokasi
2,"Tempat berdebu banget, punglinya banyak, ga sebanding dengan wisatanya, tidak petunjuk jalan",tempat berdebu sekali punglinya banyak tidak sebanding dengan wisatanya tidak petunjuk jalan
4,"Menju lokasi jalanya kecil,dan begitu mendekati lokasi jalan bergelombang dan berdebu.tp tempatnya keren.
Jika ingin berkunjung ke tempat ini jangan lupa bawa masker.",menju lokasi jalanya kecildan begitu mendekati lokasi jalan bergelombang dan berdebutp tempatnya keren jika ingin berkunjung ke tempat ini jangan lupa bawa masker
4,wow,wow
5,"tempat yg cantik, namun panas sekali. ada beberapa spot foto yang bagus jika mau eksplor. harus sedia kaca mata hitam, topi/payung, masker/buff untuk menahan debu. jangan lupa pakai baju warna cerah untuk dapat foto bagus.",tempat yang cantik namun panas sekali ada beberapa titik foto yang bagus jika mau eksplor harus sedia kaca mata hitam topipayung maskerbuff untuk menahan debu jangan lupa pakai baju warna cerah untuk dapat foto bagus
5,"Tempat yg bagus,  perlu pengembangan lebib lanjut terutama akses jalan dan terkait lokasi wisata.",tempat yang bagus perlu pengembangan lebib lanjut terutama akses jalan dan terkait lokasi wisata
5,Destinasi bebatuan yg indah,destinasi bebatuan yang indah
4,Bagus tapi panas,bagus tapi panas
3,Beautiful place,beautiful place
2,Lumayan banyak pungli kebiasaan warga setempat,lumayan banyak pungli kebiasaan warga setempat
5,Tempat nya bagus banget dan terlalu panas karna mu gkin dari gunung kapurnya,tempat nya bagus sekali dan terlalu panas karena mu gkin dari gunung kapurnya
5,Batik pertama di madura,batik pertama di madura
3,Cukup mempesona,cukup mempesona
5,"Asyik banget tempatnya, dengan sedikit tehnik foto,, hasilnya ruuuuarbiasaaaah",asyik sekali tempatnya dengan sedikit tehnik foto hasilnya ruuuuarbiasaaaah
5,Pwanaaaassssss.. jgn lupa bawa kacamata item..topi sama masker.. ada masker dijual disana 2ribuan.. tiket masuk 5rb.. naik prahu 5rb per orang.. angin mayan kenceng.. seru sih..,pwanaaaassssss jangan lupa bawa kacamata itemtopi sama masker ada masker dijual disana ribuan tiket masuk rb naik prahu rb per orang angin lumayan kenceng seru sih
4,Oke banget banyak pengunjung dari luar kota kesini,oke sekali banyak pengunjung dari luar kota kesini
5,Oh my god,oh punyaku tuhan
4,"Wisatanya keren, spotnya bagus 😍 tapi penjaganya kurang... Tour guidenya gak ada.. Aksesnya masih blm lancar karena terhalang jalan dan gantian sama truk pengangkut kapurnya ... Tapi salut sama viewnya",wisatanya keren spotnya bagus tapi penjaganya kurang tour guidenya tidak ada aksesnya masih blm lancar karena terhalang jalan dan gantian sama truk pengangkut kapurnya tapi salut sama viewnya
5,This could be a great tourism location soon,this could be a great tourism location soon
5,Seperti di dunia dongeng... kereeen,seperti di dunia dongeng kereeen
4,"Pemandangan nya indah, petunjuk jalan menuju tempat wisata masih belum jelas",pemandangan nya indah petunjuk jalan menuju tempat wisata masih belum jelas
3,Buat spot photo aja sih klo LG kemarau,buat titik foto saja sih kalau lagi kemarau
3,"Pemandangan eksotik, hanya jalan masuk rusak, banyak debu, banyak retribusinya",pemandangan eksotik hanya jalan masuk rusak banyak debu banyak retribusinya
5,Bagus,bagus
5,"Salah satu tempat wisata baru di kawasan Madura bagian barat. Tempat wisata ini merupakan bekas tambang batu kapur, yang dimanfaatkan menjadi objek wisata yang sangat bagus, kesan alami yang ditimbulkan begitu kuat, mengingat tempat ini dulunya hanyalah bukit. Dengan harga tiket yang bisa dikatakan murah, kalian bisa mendapatkan banyak lokasi yang keren terutama yang suka suafoto. Pasti banyak momen yang akan kalian dapatkan.",salah satu tempat wisata baru di kawasan madura bagian barat tempat wisata ini merupakan bekas tambang batu kapur yang dimanfaatkan menjadi objek wisata yang sangat bagus kesan alami yang ditimbulkan begitu kuat mengingat tempat ini dulunya hanyalah bukit dengan harga tiket yang bisa dikatakan murah kalian bisa mendapatkan banyak lokasi yang keren terutama yang suka suafoto pasti banyak peristiwa yang akan kalian dapatkan
1,Terlalu banyak pungli padahal hanya foto2 biasa di tarik uang,terlalu banyak pungli padahal hanya foto biasa di tarik uang
2,Ada pungutan liar di lokasi,ada pungutan liar di lokasi
4,Kenangan ke pulau Madura sekeluarga...,kenangan ke pulau madura sekeluarga
4,"Panas, debu banyak, harus pake masker, sangat cocok untuk off-road, hamparan pasir putih dari batuan kapur, tutup jam 5, banyak truk pengangkut batu.",panas debu banyak harus pakai masker sangat cocok untuk offroad hamparan pasir putih dari batuan kapur tutup jam banyak truk pengangkut batu
5,Tempat bagus. Tapi panaaasss,tempat bagus tapi panaaasss
4,Unik sekali..😊😊,unik sekali
5,"Tempatnya bagus, cuma di kelola warga lokal dan ada pungli juga sebelum masuk wisata.",tempatnya bagus hanya di kelola warga lokal dan ada pungli juga sebelum masuk wisata
3,biasa aja no entry,biasa saja no entry
4,"Tempat yg megah dan mengagumkan. Kalau siang akan silau sekali dan berangin. Disarankan pakai kacamata. Terdapat warung minum dan toilet. Tempat parkir tersedia. Loket masuk area Goa Pote per orang Rp 5.000,- (retribusi mobil dan parkir tdk dihitung/ free/sdh termasuk tiket wisatawan). Dua loket lainnya ada d desa (memungut restribusi kendaraan saja).",tempat yang megah dan mengagumkan kalau siang akan silau sekali dan berangin disarankan pakai kacamata terdapat warung minum dan toilet tempat parkir tersedia loket masuk area goa pote per orang rp retribusi mobil dan parkir tidak dihitung freesdh termasuk tiket wisatawan dua loket lainnya ada di desa memungut restribusi kendaraan saja
5,Bagus...semoga tetap di lestarikan,bagussemoga tetap di lestarikan
5,Salah satu destinasi wisata di pulau Madura. Merupakan pegunungan kapur yang ditambang oleh warga. Panas iya. Tapi semua itu terbayar dengan pemandangan indah tempat itu,salah satu destinasi wisata di pulau madura merupakan pegunungan kapur yang ditambang oleh warga panas iya tapi semua itu terbayar dengan pemandangan indah tempat itu
5,Indah dan Luas,indah dan luas
5,"Tempatnya kerenn.. Banyak spot untuk foto

Fasilitas toilet harap diperbaiki
Semangat perbaikan layanan untuk kenyamanan pengunjung..",tempatnya kerenn banyak titik untuk foto fasilitas toilet harap diperbaiki semangat perbaikan layanan untuk kenyamanan pengunjung
5,"Tempat wisata yang wauw, indah dan menakjubkan, bukit kapur yang disulap menjadi tempat wisata yang indah, walaupun masih berproses menuju kesempurnaan. Ada kolam renangnya, ada kios-kios yang menyediakan berbagai kuliner khas Madura, ada penjual cinderamatanya yang harganya relatif murah, ke depan kalau sudah sempurna betul, saya yakin tempat ini akan jadi plaza sekaligus hotel nan indah yang semua bangunannya adalah batu kapur yang disulap menjadi tempat yang elok dengan bermodalkan gergaji potong untuk membentuk tempat wisata yang aduhai. Dijamin tidak menyesal mengunjungi tempat ini.",tempat wisata yang wauw indah dan menakjubkan bukit kapur yang disulap menjadi tempat wisata yang indah walaupun masih berproses menuju kesempurnaan ada kolam renangnya ada kioskios yang menyediakan berbagai kuliner khas madura ada penjual cinderamatanya yang harganya relatif murah ke depan kalau sudah sempurna betul aku yakin tempat ini akan jadi plaza sekaligus hotel nan indah yang semua bangunannya adalah batu kapur yang disulap menjadi tempat yang elok dengan bermodalkan gergaji potong untuk membentuk tempat wisata yang aduhai dijamin tidak menyesal mengunjungi tempat ini
2,"Tidak ada wahana, jalan terkesan seram, image2 jelek yg tersemat di daerah tidak sepadan dengan pengalaman yang di dapat disana.",tidak ada wahana jalan terkesan seram image jelek yang tersemat di daerah tidak sepadan dengan pengalaman yang di dapat disana
4,"view yang menarik & instagramable banget
tiket masuk 10rb per orang",view yang menarik instagramable sekali tiket masuk rb per orang
5,good,good
5,Wisata favorit ke madura,wisata favorit ke madura
5,Sungguh tempat yg bagus untuk berlibur,sungguh tempat yang bagus untuk berlibur
4,"bukit jaddhih yg ada di madura ini memang wajib di kunjungi .. view yang menarik & instagramable banget .. untuk tiket masuk kalian cukup membayar 10rb per orang loh, murah banget untuk view sekeren ini. .",bukit jaddhih yang ada di madura ini memang wajib di kunjungi view yang menarik instagramable sekali untuk tiket masuk kalian cukup membayar rb per orang loh murah sekali untuk view sekeren ini
3,"Lumayan,lah..!, kalau kita berkunjung ke bangkalan bisa menjadi alternatif opsi pilihan.",lumayanlah kalau kita berkunjung ke bangkalan bisa menjadi alternatif pilihan pilihan
4,"Tempat bagus, hanya saja akses ke lokasi masih perlu diperbaiki lagi",tempat bagus hanya saja akses ke lokasi masih perlu diperbaiki lagi
2,tempatnya memang bagus. area pemotongan kapur. tapi jalan kesana kecil dan pungli terlalu banyak spt preman. semoga bisa dikelola pemerintah atau desa setempat dengan lebih baik,tempatnya memang bagus area pemotongan kapur tapi jalan kesana kecil dan pungli terlalu banyak seperti preman semoga bisa dikelola pemerintah atau desa setempat dengan lebih baik
5,Tempatnya agak mbrasak jalan masuknya agak rusak dan berdebu jadi siapin masker dan biasanya ada warga yang meminta biaya illegal seperti satu mobil sepuluh ribu sama per orang lima ribu dan itu nggak sekali tapi berkali kali seharusnya pemerintah bisa mengurusi itu dan kalau bisa ke sana waktu sore jadi pencahayaannya pas oke enjoy santuy,tempatnya agak mbrasak jalan masuknya agak rusak dan berdebu jadi siapin masker dan biasanya ada warga yang meminta biaya illegal seperti satu mobil sepuluh ribu sama per orang lima ribu dan itu tidak sekali tapi berkali kali seharusnya pemerintah bisa mengurusi itu dan kalau bisa ke sana waktu sore jadi pencahayaannya pas oke nikmat santai
4,Ok,ok
3,"tempat wisata keren cuma sayang danaunya banyak sampah
harus ada ketegasan dari pengelola agar memberi denda kepada pengunjung yg buang sampah sembarangan",tempat wisata keren hanya sayang danaunya banyak sampah harus ada ketegasan dari pengelola agar memberi denda kepada pengunjung yang buang sampah sembarangan
5,"Tempat wisata yg bagus untuk foto2, lahannya luas, dan menurut sya paling bagus saat sore hari karena warna langit senjanya",tempat wisata yang bagus untuk foto lahannya luas dan menurut aku paling bagus saat sore hari karena warna langit senjanya
4,Artistik bagus....panas nya ampun,artistik baguspanas nya ampun
5,Antap,antap
4,Sayang agak kotor,sayang agak kotor
5,"masyallah allahu akbar bagus sekali sedikit panas tidak apa ada tempat penyewaan payung kok, jangan lupa ya pakai baju yg tipis aja karena cuaca d situ lumayan panas",masyallah allah akbar bagus sekali sedikit panas tidak apa ada tempat penyewaan payung kok jangan lupa ya pakai baju yang tipis saja karena cuaca di situ lumayan panas
5,"Datang sblm semuanya berubah jd lumut
.. mumpung masih berwarna putih 🤭",datang sblm semuanya berubah jd lumut mumpung masih berwarna putih
5,"Tempat tertata dengan baik, makanan juga harga standar, jalan menuju kesana rawan curanmor, hati hati",tempat tertata dengan baik makanan juga harga standar jalan menuju kesana rawan curanmor hati hati
5,Berubah bentuk,berubah bentuk
5,Bagus,bagus
