stars,teks
5,tempat wisata alam yang sangat bagus tapi sayang tidak dikelola dengan baik dari pihak terkait baik dari pemerintah dan dinas pariwisata daerah tersebut sehingga masih banyaknya pungli dari warga lokal yang tidak terkordinasi dan kesannya mau tidak mau kita harus bayar hanya dengan embel dikasih karcis yang menurut aku tidak resmi hanya bermodal diketik di print dan fotokopian jadi agak meresahkan juga apalagi kalau baru pertama kali kesana pasti juga bingung karena ditarik tarif beberapa kali mulai dari ujung awal masuk sampai tempat lokasi itupun beda titik yang jaraknya sebelahan masuk tiket lagi jd kurang tertata dan pengelolaan yang kurang baik sekali karena wisata ini menjanjikan dan menarik akan terapi yang meresahkan adalah banyaknya pungli dari warga lokal itu kalau ada sanak saudara teman kerabat dan family yang domisili madura khususnya bangkalan lebih direkomendasikan sebagai guide dadakan karena lebih enak saat bertemu warga lokal yang menarik retribusi tersebut
1,wew baru masuk jalan kampun pungli masuk pos pertama mau tanya tempat parkir ditarik pungli lagi masuk portal pungli lagi belum lagi kalau pas naek ketempat yang lebih tinggi ketemu pria berkuncir minta uang lagi jalan rusak tidak disarankan bawa mobil sedan tempat kurang representatif respon kepada pengunjung tidak ramah pokoknya tidak nyaman deh tempat ini kayaknya memang tidak dikelola pemda setempat kalau pun dikelola oleh perorangan tapi kesannya juga tidak jelas
1,banyak mafia parkir hati harus nekad atau bawa teman madura juga view oke
5,bagustp kurang luas danau nya
1,banyak pungli pemda bangkalan harus menindak para pelaku pungli la masa masuk kesana saja harus bayar kali
4,nikmati wisata alam bukit kapur yang terbentuk oleh tangan kreatif manusia cukup indah saat sore smp di tmpt ini
2,biasa saja
3,kayaknya perlu dimaksimalkan lagi dan hindari bangunan lain yang bahannya tidak natural seperti dari besi seng lebih bagus kalau dari unsur alam seperti kayu batu banyak tarikan uang
5,bagus untuk foto pre weedding dan foto kalender buansa pemandangan instagramable sekali
5,eksotisbanget
5,tempat yang bagus
5,oke
5,lumayan
5,tempatnya bagus cocok buat liburan keluarga hanya saja disarankan memakai pakaian yang tidak terlalu tebal karena cuaca disana sangat panas harga tiket masuk terjangkau dan dikenakan perkepala
5,tempat yang pas untuk berselfie ria mungkin perlu pengelolaan yang lebih profesional penataan parkir kamar mandi serta tempat makan jajan akses masuk juga masih perlu dibenahi
2,terlalu banyak calo parkirnya akses kurang bagus kurang papan petunjuk
3,kolam nya kosong tidak ada airnya
1,mahal tapi biasa saja dua kali masuk serba bayar hadeeeewww
5,wisata lokal yang murah meriah tempatnya bagus untuk titik foto selfi sebuah bukit kapur yang telah digali sebagian kapurnya sisa penggalian itulah yang meninggalkan pemandangan yang unik dan sangat bagus untuk foto untuk masuk ke wilayah bukit jaddhih bukit poteh ditarik rp orang
3,itu adalah tempat yang indah dan mengesankan sayangnya tidak ada cukup air di danau buatan tersebut biaya masuk yang tidak terduga untuk penduduk setempat yang tidak ramah sedikit kecewa meskipun harganya sangat murah rp x
2,belum dikelola dengan baik banyak pungutan dari oknum masyarakat yang tidak jelas
5,waktu yang tepat kesini pagi hari atau sore hari jadi tidak panas pemandangan bagus sih tapi banyak sekali ditarik restribusi
4,panas
4,tempat wisata yang indah
4,tempat bagus tapi banyak punglinya
5,keren
5,sayang sekali kering
4,kereen
5,bagus dan menarik
4,salah satu tempat wisata di bangkalan madura bukit yang terbentuk dari batu kapur jika musim hujan akan ada air semacam danau yang berwarna hijau tq
5,bsgus
4,bawa payung deh kalau kesini soalnya panas
5,tempat asyik hati hati saat hujan karena jalanan berbatu
5,luar biasa
5,ini tempat wisata salah satu di madura buat bersua foto
5,tempat wisata bukit jaddhih ini menjadi primadona di madura tidak kalah bagusnya dengan pantai yang ada di maduratempat ini merupakan tempat wisata dengan bukit kapur sehingga akan sangat kotor jika kita kesinitapi itu semua terbayar dengan pemandangan yang sangat indah di bukit ini tidak hanya untuk tempat wisata saja tapi juga banyak di pakai tempat foto prewedding dan para fotografer yang suka buru foto ada pemandunya yang rama untuk fasilitas sudah sangat okebanyak orang yang berjualan cemilan jadi tidak usah takut lapar di sini
3,masih alami belum banyak fasilitas
5,lumayann terisolasiisecaraa tempat nambang batu kapurr
5,manteb sekali dech wonderfull
4,kerren sih temptnya tapi sayang waktu sy kesana airnya tidak ada semoga nanti kesana lagi ada airnya di danau
3,tambang bukit kapur yang lumayan cantik sayangnya kebanyakan yang narik uang tidak jelas mana yang resmi mana yang bukan
1,tempatnya oke untuk berwisata hanya pungutan kalau bisa dijadikan x saja saat di pintu masuk
3,titik foto lebih bagus lw sore hari
4,tempatnya seru
5,tempat wisata yang keren dan bagus
5,bisa dbuat liburan
1,gile belum turun dari mobil saja sudah ditarikin uang pas ditanya ada tiketnya tidak adaudh gitu lapis pula punglinya untuk masuk total x ditembakin pungli tidak rekomended lah
5,jalan menuju ke tempat ini kecil sekali cukup mobil saja untuk menuju ke lokasi ada sekitar kali bayar uang masuk tidak lebih dari rb sih worth it sekali untuk yang hobby foto banyak titik yang keliatannya biasa saja tapi pas difoto jadi waaaaahh sayangnya pas kemarin kesini danaunya lagi kering
5,wisata luar biasa ini
5,bagussss
3,hanya pemandangan bukit kapur saja selebihnya tidak ada apa disana danau nya juga kering
3,kurangnya papan petunjuk membuat pengunjung kesasar
1,untuk pengelolaan bukit jadih tolong ditertibkan banyak iuran masuk kampung bayar pintu masuk bayar di dalam parkiran bayar lagi terus masuk lokasi bayar lagi petugas iuran seperti preman
5,tempat yang bagus
2,terlalu banyak punglinya
5,pas kesana untung lagi tidak terlalu panastapi bukit kapur nya menyilaukan mata
5,itu tempat favorit untuk pemotretan siang hari sangat panas sebaiknya datang pagi hari
5,bukit jeddih mantap
1,banyak punglinya parah
4,dekat dari surabaya
5,indah bagus
1,banyak preman kampung pindah posisi parkir langsung didatangi dimintai uang harus berani nolak tempat panas padahal masih jam pagi pas kesana danaunya lagi kering tidak recommended mending ke bukit arosbaya
1,tempat gersang penuh biaya masuk dipalak warga rb masuk bayar rb parkir bayar lagi pindah tempat bayar biaya tidak sesuai dengan pemandangan tidak rekomen
1,eksotik bagus buat selfi tapi tidak ada fasilitas dan banyak pungli
5,tempatnya bagus buat foto tapi saran saja kalau mau kesana jangan siang panas sekali soalnya terus untuk karcis kalau bisa dijadikan satu saja di awal biar tidak bolak balik bayar
4,lumayan lah buat wisata murah meriah tempatnya bagus pengelola tambah masalah kebersihan
5,situs yang sangat indah untuk melihat objek
3,pas sampai destinasi yang dituju danau birunya lagi kering jd hanya foto di antara batuan kapur deh banyak pungli blm di kelola dengan baiksepanjang masuk madura kanan kiri banyak sekali makamhihii tambah kurang cocok sama cuaca panasnya madura
5,bagus
5,sebaiknya datang di musim hujanbiar danau terlihat view nya
1,harus bayar k telaga sudah kering buangbuang uang
4,tempat yang indah tapi hanya itu tidak lebih
4,lumayan jalan nya semi mati road
2,jalan jelek fasilitas kurang perlu diperbaiki agar destinasi wisata lebih baik
2,tempat wisata dengan aku buatan cukup bagus untuk sekedar melepas lelah saat melintasi jembatan suramadu biaya akomodasi dari biaya masuk parkir kendaraan sampai tiket masuk cukup tinggi untuk wisata seperti initerlalu banyak pungli waktu datang kurang tepat air baru surut
4,instagrammable tapi jelas panas kering dan medan untuk kesana tidak bisa digolongkan mudah karena kemarau saat aku kesana di goa pote tidak ada airnya
2,tidak sesuai dengan yang di gambar atau aku yang tidak ngerti lokasinya hati dengan warga sekitar banyak pungli nya jadi shame
5,karena ada kolam dan hanya di jaddih kolam terbesar se madura
1,pungli di mana mana
5,enak untuk orang yang hobby foto karena bagus untuk titik foto
5,tempat liburan buat di madura
1,parkir sangat mahal
5,panas
4,tempat ini adalah tempat yang layak untuk berfoto dan sebagainya sebenarnya tidak banyak yang bisa dilakukan di sini selain berenang lebih baik bawa uang karena banyak yang minta uang untuk masuk dan parkir atau bisa saja tolak dan jalani saja selain itu salah satu objek wisata terbaik di madura
5,lumayan tapi panas
3,satu lokasi tapi tiap tempat harus bayar karcis lagi
5,wisata bukit jaddih di socah madura pemandangan bukit kapurnya sangat indah untuk berwisata kesini sebaiknya menyediakan topi atau payung juga memakai sepatu karena perlu berjalan kaki dengan jalan yang naik turun kiranya pemerintah lebih memperhatikan akses jalan menuju bukit jaddih sehingga menarik wisatawan untuk datang kesini saat ini akses jalannya kecil dan banyak rusak
1,temptnya lumayan sayangnya sarang gerombolan pungli tiap sudut di palak
4,tempat cukup bagus untuk fotografi hanya masih terlalu banyak pungli
4,kebanyakan pungli panas tapi bagus semoga lebih tertata
3,pemandangan cukup bagus tapi aksesnya jalan perlu lebih baik lagi supaya pengunjung nyaman untuk melewati nya papan penunjuk juga masih belum banyak
4,ini adalah tempat yang sangat potensial untuk pariwisata alami dan indah aku pernah ke sana dua kali omong namun hal ini memerlukan beberapa perbaikan pertama tolong jaga kebersihannya buatlah peraturan yang tegas mengenai membuang sampah sembarangan kedua mengelola area parkir membangun atau mengatur area parkir terpusat ketiga memperjelas marka jalan mereka sangat menyesatkan terima kasih
4,terlalu banyak pungutan bayar masuk tmpat ini kurang nyaman tuk liburan
3,sudah tidak ada airnya
5,bagus
2,bukit tempat penambangan kapur ada titik foto yang hanya bagus di foto instagram namun tidak cocok untuk ajak keluarga ada goa pote dan kolam pemandian dibekas penambangan kapur masuk lokasi ini cukup banyak pungli dan tidak sesuai dengan review yang ada cukup mengecewakan untuk yang bawa keluarga lokasi ini cocok buat yang suka narsis dan sebaiknya bawa keluarga tidak ketempat ini
5,suguhan pemandangan alam yang luar biasa
3,sebenarnya bagus tapi untuk kendaraan besar dan mobil katanya ada yang menargetpreman yang ada di kawasan sekitar srbaikknya patkir di dalam untuk lokasi sepi dan jarang ada pengunjung dilengkapi fasilotas toilet kmar mandi prahu namun sayang pas kesana airnya suruttidak ada air ketika kemarau siap pakai masker biar tidak kena debu
4,obyek batuan kapur agak mirip gwk bali jangan datang waktu musim hujan jalan kesana blom bagus waktu terbaik untuk mengambil foto adalah saat siang hari foto akan cerah maksimal tanpa perlu diedit jangan lupa bawa payung biar manjah
5,banyak calo hatilah pemandangannya mantul
3,pemandangan alam luar biasa yang dibuat manusia dengan cara penambangan batu gamping sehingga meberikan nilai tambah bagi warga sekitar
1,pungli ne koyok anjing dapuran watu kapur ae mosok entek ewu jancuk alasan keamana keamanan taek taa
1,walau bagus banyak pungli yang membuat wisatawan tidak nyaman banyak pengunjung kecewa
1,hati hati banyak pungli
3,tempatnya kurang terawat
1,sebenarnya tempatnya bagus tapi punglinya kebangetan ujungnya bayar mahal juga lebih rb kapok sudah malas lagi kesitu
1,banyak premannya
1,bukit jaddih ini tidak layak menjadi destinasi wisata jika aksi pungli dari premanisme disekitar masih merajalela dan sangat parah bagi yang mau ke wisata jaddih ini mending pikir ulang kalau mau kesana daripada setor uang yang tidak ada gunanya
1,preman banyak sekaliipungli dimanagk rekomeded blasssscoret dari daftar wisata mulai sekarang
5,luas dan bagus
5,bagus sekali
3,kalau sekarang danaunya tidak ada air
5,di kerr
2,tempat buruk dan tidak ada air di danau
3,hanya penasaran untuk pertama kalinya tidak apaapa tapi tidak ada yang istimewa
2,bagus eksotik dan aku yang indahnya
5,itu benar
4,panas sekali bagus sih tapi masih jd penambangan kapur yang aktif jd saingannya sama truk gitu
1,berhati ya banyak pungutan karcis liar pemandangannya indah namun itu tadi terganggu pungutan liar
2,tiap kiriman bayar lagi
5,bagus
5,panas sekali cocok buat menghitamkan kulit
4,itu tempat yang bagus untuk pemotretan ketika aku di sini aku harus membayar rp k untuk tiket masuk terjangkau namun kamu wajib membawa kacamata hitam jika datang saat cuaca cerah karena pemandangannya sangat mempesona karena pantulan batu kapur
5,tempatny bagus unik hampir mirip dengan brown canyon pada umumny tapi ini lebih artistik ada nilai seni yang tinggi
5,pemandangannya bagus tempatnya banyak debunyajalanan belum permanen
4,wisata alam bekas tambang kapur yang memesona akses jalannya dong diperbaiki
5,tempat yang bagus tapi aksesnya menantang
5,tempatnya bagus sih hanya sayang saja gitu dateng pas musim kemarau jadi bukitnya tidak ada air bisa dateng pas musim hujan saja biar ada airnya pas bagus htmnya sudah jadi satu sama parkirnya dan bayar hanya x saja rbu satu mobil orang aman sekali dan orangnya ramah tambah ada bapak tour guide sekaligus kang foto
4,kami berada di sana tetapi ditutup karena mereka melakukan beberapa konstruksi hanya untuk tipa bawalah air ke sana sangat panas
5,tempat wisata yang menarik dan unik
5,destinasi terindah termurah yang pernah ada tidak bayar disarankan jam pagi sore maks awal banyak merekomendasikan
3,tidak ada yang istimewadan tiket masuknya terlalu mahal harus bayar kalitidak sepadan
5,tempat aku lewat
5,tiketnya sangat murah dan instagrammable sekali
3,lumayan
5,pemandanganya hot sekali
5,tambang kapur yang digunakan sebagai objek wisata pemandangannya sangat indah jika sudah naik ke atas banyak sekali truck yang keluar masuk
5,pertama kali kesini pas lagi musim kemarau panjang jadi tempatnya kering tidak ada air sama sekali saran aku semoga pihak pengelola menambah tempat sampah di sekitar tempat wisata karena banyak sekali sampah berserakan yang mengurangi keindahan dari bukit jaddih dan juga semoga ditambah lebih banyak tempat berteduh karena panas serta mungkin penataan warung atau tempat makan yang lebih menarik lagi
1,musim kemarau kurang menarik panas n berdebu n air kosong
4,usahakan bulan februari agar danaunya tidak kering
5,memang daerah panastp dengan disuguhi kol renangademnya bqn betah
3,wisata kurang jelas apa disuruh bayar padahal tidak ada wahananya
5,panas sekali tapi lokasinya tidak jauh jauh sekali dari suramadu
4,danaunya kering tidak seindah di gambar tapi cukup instagramable
5,hasil foto bagus semangat ayo kita terus lakukan perbaikan perbaikan
4,tempatnya sangat panas jika tidak musim hujankalau kesana dihimbau bawa masker dan topi bila perlu pakai sunblock
1,belum ada campur tangan pemerintah tidak ada wahana wisata
3,kurang perawatan
1,mengerikanharus agak hati apalagi kalau bermotor karena banyak begaltempat sepi juga
5,wisata alam yang baguscuma sayang ketika kesana airnya lagi kering
2,ada pungli tidak berkarcis menarik uang seenaknya madura mah bebas
5,untuk tempat bukit jaddhih sendiri sudah bagus cuaca nya meskipun panas tapi masih agak dingin udaranya untuk tiket masuknya sudah murmer
2,secara umum kamu tidak dapat memutuskan apakah akan menerimanya atau tidak
3,tempatnya panas kalok siang hari tapi semua itu terbayarkan dengan view yang begitu indah
1,masih banyak kurangnya dan perawatan baik itu petunjuk arah dan tempat yang bagus buat titik foto
5,tempatnya masih alamimeskipun masih terlihat alat berat di sekitarnya
2,air mengering
4,kalau kemarau sangat panas
3,pemandangannya oke dan menariknya ada kolam renang di sekitar bukit aku kira tempat itu dikelola oleh penduduk setempat selain itu kamu harus membayar sejumlah uang k untuk mobil kppl untuk memasuki tempat ini dan setiap kali kamu menemukan seseorang dengan tiket tidak yakin apakah mereka ilegal atau tidak aku telah menghabiskan k untuk memasuki area tersebut menurut aku tempat ini mempunyai potensi yang besar dan pemerintah perlu melihat peluang tersebut
5,keren
1,mengapa kamu datang
5,jangan lupa bawa kacamata masker sama payung ya gesss banyak debu panas tapi view nya bangus kok lagi di renov gitu
5,tuhan maha kuasa dia bisa ciptakan segalagala nya yang buruk menjadi indah seperti bukit jaddih ini
4,jalan menuju bukit lumayan tidak rata dan agak sempit saat musim panas tidak terlalu rekomend karena panas dan debu tapi di dalem goa lumayan dingin harga tiket masuk danau goapote rp perorang pemandangan nya juga unik instagramable tapi saat aku datang danaunya sedang agak kering mantap bagus
3,panasbawa payung dan masker ya
5,bagus
3,tempatnya bagus tapi panas sekali
4,unik tapi panas dan gersang
2,sisi hijau sudah tidak ada yang ada hanya debu dan panas tiket masuk juga tidak dikelola dengan baik sehingga masih marak pungli
5,bukit jaddih dua kali kesini pertama sekitar tahun yang kedua banyak yang berubah yang paling utama adalah bentuk garukan tambang tapi aku lebih suka yang ini aku kasih rating kenapa karena bagus sekali buat foto tapi ada beberapa hal yang bikib kurang nyaman yaitu musola jadi kalay bisa sebelum kesini solat dulu ya di masjid terdekat agar nyaman terus kalau keisni pakai sepatu dan kaos kaki karena kalay sandal nanti berdebu yang punya alergi debu aku usulin bawa masker terbaik view nya kalau mau sunset fotonya baguskena siluet tapi latarnya masih bukit jadih yang putih masuknya aku lupa berapa tapi toll suramadu sudah tidak bayar danau nya yang di tengah waktu kesana kering mungkin waktu penghujan bisa bagus overall bagus seperti foto di salju tips gunakan baju yang terang dan segar atau bold agr foto jauh lebih baik dan mengesankan
3,panas dan berdebu
3,bagus
4,bagus sih tapi tidak recomended saat musim panas debu beterbsngan dan kendaraan jadi sangat kotor dan lahi hati ada preman palak minta uang
5,kurang excellent akibat masih ada penambangan kapur
4,panas
1,kacau setiap tanjakan ada orang narik retribusi
5,tempat ini merupakan wisata alam dengan utamanya adalah menonjolkan tebing putih dari kapur dan pahatan yang unik pada tebingnya seperti tebing breksi di yogya dan seperti taman sari di yogya
4,eksotis dan natural
4,tempat yang bagus untuk dilihat tetapi jangan bertanya lebih banyak itu adalah manusia yang terbuat dari bangunan karst
1,retribusi dan fasilitas parkir keamanan wc umum perlu pengelolaan yang lebih baik
4,perlu perbaikan manajemen
5,bagus n sangat bagus
5,tempatnya bagus tapi panas
5,bagus sayang pas kesana kondisi kemarau air danaunya mengering kosong
4,tempatnya lumayan cukup bagus sayang sarana jln blm dikelola dng baik
3,aksesnya masih berdebu
5,sekedar nostalgia ini foto pas jaddih masih awal awal tenar sampai sekarang belum kesini lagi terakhir lihat sekarang sudah mirip seperti di iceland
2,banyak punglinya
4,tempat rekreasi yang menarik bagus alami
5,pemandangan dan tempat terbaik untuk berpetualang bersama keluarga dan anak
5,tempat yang bagus jalan untuk mencapai tempat itu perlu beberapa perbaikan pemandangannya bagus lebih baik datang saat musim hujan untuk menghindari debu tebal atau danau yang hilang makanannya juga terasa enak dan dengan harga yang wajar
5,bukit buatan yang keren abiisss cocok buat hangout bareng teman view nya sangat indah
5,wisata bukit yang ada di madura dekat dengan universitas trunojoyo madura
2,potensi wisata di bangkalan yang terbengkalai
3,sungguh ini tempat bagus sekali untuk berfoto tapi sarana dan prasarana perlu diperbaiki dan ditambah contohnya plang jalan masuk masih seadanya kemudian jalan masuknya tidak meyakinkan
4,peristiwa paling bagus saat musim hujan akan berakhir rumput menghijau cuaca tidak terlalu panas
5,bagus murah meriah
5,tempat wisatanya bagus eksotisbagus untuk wawasan perbukitan keras
5,keren
5,bagus lokasi nya tapi panas nya istimewa
5,disini cocok dikunjungi pada saat sore pagi hari karena terik matahari tidak terlalu menyengat suasana di bukit jadih sejuk pada saat aku main kesana cuaca terik panas akan tetapi tiba tiba turun gerimis meskipun hanya sebentar tetapi dapat menyejukkan suasana mungkin kedepannya akan dikembangkan lagi untuk objek wisatanya sepertinya aku kapur akan ditambah lagi mungkin beberapa bulantahun kedepan pembangunan akan selesai sayangnya pada saat aku kesana danau ditenggahtenggah sedang menggering akibat musim kemarau tahun ini sehingga tidak sempat mengabadikan peristiwa di tempat tersebut seperti foto yang tersebar di sosmed tentang bukit jadih ingin rasanya beberapa bulantahun lagi untuk main kesana
5,madura keren bagus
4,panas
3,aku ke sini juni bukit jaddih ini adalah penambangan kapur yang dijadikan lokasi wisata dari surabaya cukup jauh patokannya keluar dari suramadu setelah spbu pertamaperan pertama belok kiri ikuti jalan terus akses ke bukit jaddih jalan sempit rusak dan berdebu sebaiknya pemerintah setempat memperbaiki aksesnya agar lebih menarik wisatawan sampai lokasi lebih berdebu karena bekas penambangan kapur sebaiknya persiapan membawa masker parkiran luas pemandangannya sendiri ditata sangat apik ada kolam tebing perahu aneka souvenir tempat makan dsb tapi bagi yang membawa anak harus dijaga ekstra agar lebih aman
3,pas kesana musim kemarauairnya keringtidak ada sama sekalipanaasss
2,panaaaas dan berdebu
4,makin bagus disarankan jangan ke sana saat musim kemarau berkepanjangan soalnya keindahan danaunya gakeliatan karena tidak ada airnya
5,unik instagramable harus siap panas jangan lupa bawa topi kacamata air putih teman
5,wisata yang menyenangkan batu kapur yang di sulap oleh tangan trampil
2,parkirnya ditarik kali
3,pas pertama ke sini musim hujan air di danau nya bgs ke sini lagi yang kdua pas musim kering tapi tetap bagus hanya debu saja jd kalau pas musim panas ke sana sebaiknya pakai masker
5,memukau
4,air nya kering penjaganya kurang ramah
4,tempat wisata istimewa recomended tapi banyak debu
5,bagus
4,sempat bingung masuknya tidk ada petunjuk menuju pintu masuk
5,pemandangan bagus udara sejuk
5,wisata paling dekat dengan jembatan suromadu
5,terlalu banyak pungutan saran diatur biar turis asing tidak banyak kena scam agar lebih baik buat nama baik tempat ini
1,masih banyak preman pungutan liar
4,tempat nya bagus kamu foto hanya jika musim kemarau kolam goa pote nya kering
1,debunya banyak sekali sebaiknya pakai masker kalau kesini lebih baik saat musim hujan ke bukit ini
4,bagus cm panasnya
5,bagus
2,debu mengganggu pandanganku
4,lumayan
3,panas dan berdebusebelum kesana baiknya siapkan masker kacamata topi dan payungmohon retribusi biaya masuk jangan terlalu banyak
2,ini adalah salah satu objek wisata terburuk yang pernah aku kunjungi
5,tempat wisata bukit kapur jeddi madura indonesia
4,tempat bagus hanya hawa disana sangat panas tidak di sarankan saat jam ke atas
2,terlalu banyak tarikan retribusi
2,kurang nya rambu rambu petunjuk dan banyak preman yang minta di sepanjang jalan
4,pas kesini air kering jadi tidak mantap
4,top sekali lah keren
5,mantab
4,pemandangan bagus tapi sangat panas di musim panas
5,lokasi sangat bagus tapi pengelolaan masih kacau
3,kurang bagus kurang penataan
5,ok sih tapi baiknya bawa kacamata anti uv biar tidak silau iya
1,gersang panas dan banyak debu kapurnya
1,pintu masuk depan bayar mau masuk danau bayar lagi mana danau nya kering debunya banyak kasihan anak aku tidak lagi lah kesana
4,tolong untuk pemda setempat agar lebih memperhatikan kenyamanan pengunjung dari preman disana sayang sekali tempat sebagus itu masih ada oknum yang primitif
5,sangat mengesankantencuuu madura bukit kapur jaddih salah satu surga dunia
3,tempatnya lumayan panas tapi bisa cepat teratasi jika mampir di kolam renang yang ada di area bukit jadihmurah tiketnyapemandangan lumayan bagus perlu penataan lagihati truk pengangkut batu kapur waktu kesanamasih ada yang lewatdebu juga beterbangansiapkan topipayung dan juga pakai masker agar tidak kepanasan dan nenghirup debusilahkan yang akan berwisata tidak terlalu jauh dari jembatan suramadu
5,sebetulnya lokasinya cukup indah namun sayang tanda ke lokasi kurang jelas
5,meskipun cuaca sangat panas tapi melihat view gunung kapur yang indah buat dijadikan titik foto rasanya terbayarkan sayangnya pas kesana kmrin danaunya mengering jadi gabisa naik perahu tapi its oke still senang
4,bagus lagi kalau musim hujan ada danaunya
4,panas nya daerah bukit kapur
5,unik saja
5,tempatnya mantul
5,seperti candi kuno sebenarnya bekas tambang batu kapur tempat yang bagus untuk liburan keluarga tempatnya tenang panas saat siang hari banyak berdebu dan pertimbangkan akses tidak heran jika beberapa kali kamu menemukan orang yang hendak membeli tiket masuk
5,bagus
5,tidak
3,wiata alam yang unik karena terbentuk dari bukit kapur
3,pada dasarnya bagus namun masih perlu banyak perbaikan dan pengembangan
4,tempat nya sangat panas saat siang hari usahakan memakai kacamata dan sunblock saat kesana
5,sediakan payungtopi spya tidak terlalu panasbagus buat yang suka foto efek cahayanya sempurrnaaa
3,kalau musim kemarau harus mikir dulubuat ke sana panas sama debunya yang tidak kuat
4,indah pemandangan nya buat yang suka selfie
5,menyenangkan
5,destinasi wisata yang recomended
5,mantap
4,panaaaaas sekali
5,tempat sport foto bagus
1,mengecewakan banyak pungutan liar ati
4,tempatnya kalau hari biasa sepi tapi kalau idealnya diatas jam soalnya matahari sudah di barat jadi tidak terlalu panas tiket masuk mobil rb dan motor rb untuk ke goa pote ditambah lagi per orang rb
5,luar biasa
5,sdh lebih bagus dari sebelumnya
5,tidak biru lqgi warna danaunya
5,bukit salju di indonesia
4,tempat wisata bangkalan yang terkenal
3,kalau bisa tiket masuknya satu pintu saja jadi tidak terkesan seperti pungli liar soalnya terlalu banyak tarikan karcis jadinya orang tidak akan kesana lagi
5,sangat indah bila sudah ramai pasti juga akan terawat lagi dan fasilitas akan lebih banyak lagi
3,merupakan daerah tambang batu kapur yang juga dimanfaatkan sebagai obyek wisata pengelolaan oleh pemerintah masih sangat minim akses jalannya sulit dan banyak pungutan tidak resmi proses pertambangan masih berjalan sampai sekarang karena itu harus hatihati dan jangan lupa untuk menggunakan masker its a limestone quarry itu juga function sebagai tourism site theres tidak much ke lihat but it adalah a good enough untuk foto titik no properly road access yet dan sebuah ticketing adalah quite expensive
3,bagus tapi sayang warga kurang mendukung atau kurang sadar wisata
4,cakeeeppp walau berdebu tapi fotogenic sekali yah recommended
5,bukit jaddih di maduraserasa kembaran tebing breksi prambanan
5,aku baru datang ke sini dulu walaupun untuk mencapai lokasinya agak sulit namun begitu sampai di lokasi kamu akan terkesima dengan keindahannya seolaholah tempat ini bukan di madura dinding kapur putih dengan danau kecil tempat ini luar biasa indah kamu bisa naik perahu di danau tersebut dan jangan lupa untuk mengambil foto karena spotnya sangat bagus
5,tempat bagus kamu titik selfie
2,medannya extrim
3,masih belum selesai pembangunan nya
3,masih ada pungli
3,lebih dateng pas musim hujan karena kalau musim kemarau sangat berdebu
5,pergilah
5,kalau siang hari panasnya polldi sarankan agak sore atau pagi sekali
5,tempat yang wajib dikunjungi di pulau madura tempat terbaik untuk foto instagramable belanjakan sekitar rb dan dapatkan foto terbaik
4,baru pertama kali tempatnya cukup jauh dari kota surabaya berhatihati dengan map google titik lokasinya salah makanya kemarin tanya ke orang desa atau kampung bicaranya tidak begitu jelas tempatnya tidak memiliki tanda papan nama wisatanya di jalan raya kecil tepat masuknya pertigaan jalan pasir pas samping makam islam jaddih masuknya yang pertama ada orang ingin bayar sukarela dan kedua tiket masuknya bayar kendaraan dan perorangan dan ketiga bayar lagi parkir kendaraan saja semuanya seperti pungutan liar atau pungli dan berhatihatilah dengan mereka tempatnya cukup menarik udara panas dan berdebu
3,panas n airnya sudah keruh
5,kalau mau kesini jangan lupa bawa kacamata dan masker
5,keren
4,bagus untuk foto tapi panas sekali
1,tempat rekreasi akibat tambang kapur
3,banyak pungli
1,tidak layak
2,tidak termanage dengan baik tiket masuk bayar x fasilitas minim bagi penghobi selfi sangat bagus banyak sport foto
3,bagus tapi agak mendebarkan tidak ada pagar pengaman untuk pengunjung yang berada di atas
4,bagus tapi banyak portal uang nya
4,wisata alam grand canyon nya indonesia tersedia parkircafe warung kecil kolam renang kamar mandi dan lainnyanamun sayang belum dibangun mushola yang ada tempat lenggang dengan tikar seadanya numpang di lapak pengunjung bisa selfierenang naik perahu makan makan bakar kalori naik turun tangga dan menyusuri aku aku batu jugajalan sudah bagus diaspal hanya ada gang masuk yang masih menggunakan jalan tanah jangan lupa kalau main ke sini bawa maskersoalnya pas kemarau debu nya banyak sekali euy bersebelahan dengan tambang rakyat
4,pengelolaannya agar lebih maksimal agar lebih nyaman
5,pemandangan dari atas sungguh indah
4,lumayan bagus tapi masih banyak kekurangan ada kolam renangnya juga
1,panas dan mahal tiket nya masa disuruh bayar kali orang rb tempat nya mengecewakan parahh
3,danaunya warna coklat
5,bagus
5,lokasinya sendiri cukup menarik meskipun jalan masuk agak susah karena masih asli juga sangat berdebu dan petunjuk ke lokasi masih sederhana untuk pesepeda seperti aku tidak usah parkir tapi bisa bawa masuk sepeda ke dalam
2,istana yang tidak bagus
4,wisata alami pemandangan yang berbeda dibanding dengan lain
4,tempat nya bagus udara nya enak berangin yang gatahan panas nya sama debu sekali karena masih banyak konstruksi goa pote nya dan banyak pekerja mengambil batu kapur nya
5,pemandangan yang bagus
4,semakin bagus semakin ditata tapi musim kemarau kurang pas ke sana air kolam kering dan tidak biru akses masuk berdebu sekali
5,tempat untuk bersantai
5,meski tempatnya terlihat gersang dan panas tetapi memiliki keindahannya tersendiri layak untuk dijadikan destinasi tujuan wisata
5,buat instagram
